,ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
212,2017-En-22247,"9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL awful",1,0,1,0,0,0,0,0,0,0,0
213,2017-En-30536,I see I'll be hovering over the block button today with much glee.,0,1,0,0,1,0,1,0,0,0,0
214,2017-En-21680,"experience all plays a role in that, it's education and preparedness not fear",0,1,0,1,0,0,1,0,0,0,0
215,2017-En-21448,"uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one awful",1,0,1,0,0,0,0,0,0,0,0
216,2017-En-30062,as always it was indeed a wonderful experience flying with you guys today bestinbusiness delight happyme,0,0,0,0,1,0,1,0,0,1,1
217,2017-En-40044,Summer officially ends today. sadness,0,0,0,0,0,0,0,0,1,0,0
218,2017-En-10476,seriously dude buy some bubble tape for your phones. snap broke another phone,1,0,1,0,0,0,0,0,0,0,0
219,2017-En-30362,"Be happy. Be who you want to be. If others don't like it, then let them be. Happiness is a choice. Life isn't about pleasing everybody....",0,0,0,0,1,0,1,0,0,0,0
220,2017-En-21270,holy shit...what the hell happened to your lips!! Fix that shit! mtv teenmom horrible,1,0,1,0,0,0,0,0,0,0,0
221,2017-En-10631,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better!",0,0,0,0,1,0,1,0,0,0,0
222,2017-En-40983,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,0,0,0,0,0,0,0,0,1,0,0
223,2017-En-30760,did you see the gleeful look on 's face when criminal Don King used the 'n' word to denigrate Blacks?,1,0,1,0,1,0,0,0,0,0,0
224,2017-En-31575,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them,1,1,1,0,0,0,0,0,0,0,0
225,2017-En-10449,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ angry annoyed,1,0,1,0,0,0,0,0,0,0,0
226,2017-En-22138,don't get discouraged! it's early on & it can get overwhelming. keep reading & use cue cards smiling smiling eyes it'll get better!!,0,0,0,0,1,0,1,0,0,0,0
227,2017-En-30775,I need a bit of GBBO to cheer me up after a terrible day!,0,0,0,0,0,0,1,0,1,0,0
228,2017-En-21906,When says she's releasing more IdinaParty tickets and you set an alarm to not miss it... fingerscrossed Idina.,0,1,0,0,1,0,1,0,0,0,1
229,2017-En-30647,he's just lucky...bad pitchers...WHATEVER...ElKracken is legit future gottawearshades LetsGoYankees,1,0,1,0,0,0,1,0,0,0,0
230,2017-En-20118,in my dream....They were trying to steal my kidney!!! blackmarket whydidiwatchthat,1,0,0,1,0,0,0,0,0,0,0
231,2017-En-41526,I was not made for this world. empath unhappy,0,0,0,0,0,0,0,0,1,0,0
232,2017-En-22051,"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",0,0,0,0,1,1,1,0,0,0,1
233,2017-En-10667,"some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",1,0,0,0,0,0,0,0,1,0,0
234,2017-En-21518,i'm... nervous about this test rip,0,1,0,1,0,0,0,0,1,0,0
235,2017-En-10760,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",0,0,0,0,0,0,0,0,0,0,0
236,2017-En-31527,breezy deserve it..,0,1,0,0,1,0,1,0,0,0,0
237,2017-En-21846,"My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump",0,1,0,0,0,0,1,0,1,0,0
238,2017-En-31216,chirp look out for them Cars coming from the Wesszzz,0,1,0,0,0,0,0,0,0,0,0
239,2017-En-40762,"she's ahead in the polls & after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",0,1,0,0,1,0,1,0,0,0,0
240,2017-En-30231,Ryan Gosling and Eva Mendes finally ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,0,0,0,0,1,1,0,0,0,0,0
241,2017-En-40881,"April 25th, 2010 for me. Keep up the good work!! sober prouder",0,0,0,0,1,0,1,0,0,0,1
242,2017-En-30560,"Hey u never know, Channel 4's version of GBBO might actually be quite good. A few adverts aren't the end of the world. optimism",0,0,0,0,1,1,1,0,0,0,0
243,2017-En-10921,"i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",0,0,0,0,0,0,0,0,0,0,0
244,2017-En-30838,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in weary,0,0,0,0,0,0,0,1,1,0,0
245,2017-En-11520,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad medical mask medical mask",0,0,1,0,0,0,0,1,1,0,0
246,2017-En-40916,I can't wait for you to listen to my new single 'Mystery' and my new album savoring food . newmusic newsingle newalbum 2016 popmusic dark,0,1,0,0,1,1,0,0,0,0,0
247,2017-En-31406,Your future is bright. Remember,0,0,0,0,1,0,1,0,0,0,0
248,2017-En-21127,Lets start there,0,0,0,0,0,0,0,0,0,0,0
